Customer_ID,Tenure,City,Zip Code,Latitude,Longitude,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Gigabits Used,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Revenue,Gender,Age,Married,Kidhome,Teenhome,Income,Churn
8763-KIAFH,27,Whittier,90603,33.945318,-117.992066,None,Yes,No,No,,,,,,,,,,One Year,Credit Card,20.55,583.3,1149.22,Female,37,Yes,1,0,44159,No
8766-PAFNE,71,Hayward,94545,37.62984,-122.120843,Offer A,Yes,No,Yes,DSL,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,79.1,5564.85,7554.27,Male,21,Yes,1,0,34738,Yes
8769-KKTPH,63,Los Angeles,90066,34.002028,-118.430656,Offer B,Yes,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,One Year,Credit Card,99.65,6311.2,6401.29,Female,44,Yes,0,2,46610,No
8773-HHUOZ,17,Los Angeles,90032,34.078821,-118.177576,None,Yes,No,Yes,Cable,41,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,64.7,1093.1,1782.45,Female,20,No,1,1,59041,Yes
8774-GSBUN,72,Compton,90222,33.912246,-118.236773,None,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.4,1797.1,2095.9,Male,40,Yes,1,0,24594,No
8775-CEBBJ,9,Seeley,92273,32.790282,-115.689559,None,Yes,No,Yes,Cable,29,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.2,403.35,780.63,Female,40,No,0,1,39722,No
8775-ERLNB,1,Indio,92203,33.752938,-116.230055,None,Yes,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,Yes,Two Year,Bank Withdrawal,74.3,74.3,92.14,Male,76,Yes,1,0,17148,Yes
8775-LHDJH,1,San Jose,95136,37.270938,-121.851046,Offer E,Yes,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,90.6,90.6,103.62,Female,77,Yes,0,0,22390,No
8777-MBMTS,65,West Covina,91791,34.061634,-117.893169,Offer B,Yes,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,105.85,6725.5,9097.35,Female,65,Yes,1,1,83664,No
8777-PVYGU,52,Burson,95225,38.183918,-120.898817,Offer B,Yes,No,Yes,DSL,18,Yes,No,Yes,No,Yes,No,Yes,One Year,Mailed Check,64.3,3410.6,3630.04,Female,36,Yes,0,0,73448,Yes
8778-LMWTJ,9,River Pines,95675,38.545775,-120.743325,None,Yes,No,Yes,Fiber Optic,73,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.85,708.2,825.65,Female,28,No,0,0,79946,No
8779-QRDMV,1,Los Angeles,90022,34.02381,-118.156582,None,No,,Yes,DSL,8,No,No,Yes,No,No,Yes,No,Month-to-Month,Bank Withdrawal,39.65,39.65,59.65,Male,78,No,0,1,65352,Yes
8779-YIQQA,21,Pico Rivera,90660,33.989524,-118.089299,None,Yes,No,No,,,,,,,,,,One Year,Credit Card,19.8,350.1,728.1,Male,38,Yes,0,1,46344,No
8780-IHCRN,63,Healdsburg,95448,38.618347,-122.908422,None,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,24.65,1574.5,3396.46,Male,23,Yes,1,0,14849,No
8780-IXSTS,6,San Diego,92109,32.787836,-117.232376,None,Yes,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,90.1,521.3,528.2,Female,53,No,0,1,59184,No
8780-RSYYU,25,Dixon,95620,38.392821,-121.799917,Offer C,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.2,532.1,682.1,Female,42,No,0,0,75922,Yes
8780-YRMTT,66,Yountville,94599,38.421458,-122.365048,Offer A,No,,Yes,DSL,29,Yes,Yes,Yes,Yes,No,No,No,Two Year,Mailed Check,47.4,3177.25,3177.25,Female,64,No,1,1,41658,No
8782-LKFPK,44,Beaumont,92223,33.946982,-116.977672,None,Yes,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Credit Card,90.4,4063,6039.48,Male,50,No,0,2,59247,No
8782-NUUOL,60,Crescent Mills,95934,40.080342,-120.957805,None,Yes,No,Yes,DSL,3,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,79,4801.1,6908.9,Male,62,No,1,0,33039,No
8784-CGILN,18,Tarzana,91356,34.157137,-118.548511,None,Yes,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.85,1776.95,2433.77,Female,34,No,0,0,71853,Yes
8785-CJSHH,60,West Sacramento,95691,38.627951,-121.593287,None,Yes,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.8,5985.75,8054.55,Female,22,Yes,1,0,15253,No
8785-EPNCG,11,Sacramento,95815,38.608405,-121.449942,None,Yes,Yes,No,,,,,,,,,,Month-to-Month,Credit Card,23.15,245.2,585.21,Male,42,No,1,1,44503,No
8788-DOXSU,59,Frazier Park,93225,34.827662,-118.999073,None,Yes,No,Yes,DSL,6,No,No,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,61.35,3645.5,4217.8,Male,46,No,0,1,64497,No
8791-GFXLZ,12,San Jose,95127,37.375156,-121.795867,None,Yes,No,Yes,DSL,12,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.05,593.05,1101.09,Male,58,No,0,2,63404,Yes
8792-AOROI,8,Glendora,91741,34.14649,-117.849815,Offer E,Yes,No,Yes,DSL,41,Yes,No,No,Yes,No,Yes,Yes,Two Year,Credit Card,65.5,564.35,753.79,Female,23,Yes,1,1,68274,No
8799-OXZMD,28,Los Angeles,90048,34.072945,-118.37267,Offer C,No,,Yes,DSL,14,No,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,29.75,790.7,790.7,Female,35,No,0,1,44794,No
8800-JOOCF,12,Fallbrook,92028,33.362575,-117.299644,None,Yes,Yes,Yes,Fiber Optic,19,No,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,84.05,966.55,1180.75,Female,56,No,1,0,31761,No
8800-ZKRFW,30,Philo,95466,39.094102,-123.500853,None,Yes,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,107.5,3242.5,3979.3,Female,62,Yes,1,0,37787,Yes
8802-UNOJF,12,Philo,95466,39.094102,-123.500853,Offer D,Yes,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,Month-to-Month,Credit Card,83.8,1029.75,1408.73,Male,65,No,0,1,57045,No
8805-JNRAZ,2,Huntington Beach,92646,33.666301,-117.969501,Offer E,Yes,No,Yes,Cable,4,No,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,49.2,103.7,162.26,Female,44,No,0,1,71706,No
8806-EAGWC,3,Old Station,96071,40.656287,-121.428965,Offer E,Yes,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Month-to-Month,Credit Card,55.15,159.15,227.46,Male,25,No,1,1,46423,No
8807-ARQET,41,Angels Camp,95222,38.071327,-120.632221,Offer B,No,,Yes,Cable,21,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,40.35,1677.85,1677.85,Female,59,No,1,0,30351,Yes
8807-OPMBM,55,Newbury Park,91320,34.172071,-118.946262,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.65,1388,1467.2,Female,36,Yes,0,1,61905,No
8808-ELEHO,8,Modesto,95356,37.716186,-121.025836,None,Yes,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.25,585.95,626.11,Male,66,No,0,1,66426,No
8809-RIHDD,72,Sacramento,95827,38.549185,-121.328386,None,Yes,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,103.4,7372.65,7593.69,Male,47,Yes,1,1,46014,No
8809-XKHMD,72,Sacramento,95828,38.486938,-121.395805,Offer A,Yes,Yes,Yes,Fiber Optic,15,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,100.55,7325.1,10481.58,Male,62,Yes,1,0,23228,Yes
8812-ZRHFP,30,San Francisco,94133,37.802071,-122.411004,Offer C,Yes,No,Yes,Fiber Optic,58,No,No,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,86.45,2538.05,3990.95,Female,53,Yes,1,1,79146,Yes
8815-LMFLX,25,Martinez,94553,38.014457,-122.115432,Offer C,Yes,Yes,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,-8,546.85,1035.85,Male,61,Yes,1,1,57236,No
8816-VXNZD,1,Coronado,92118,32.68674,-117.186612,None,Yes,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.1,75.1,81.04,Female,36,No,1,1,32871,No
8818-DOPVL,46,El Cerrito,94530,37.924838,-122.289145,Offer B,Yes,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.45,4863.85,6720.89,Female,65,No,0,1,50334,Yes
8818-XYFCQ,32,Walnut Creek,94598,37.916648,-122.008483,Offer C,Yes,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Credit Card,-8,3204.65,4353.07,Male,39,Yes,1,0,25851,No
8819-IMISP,31,Redlands,92373,34.003243,-117.138286,None,Yes,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.45,2429.1,3578.27,Male,43,No,0,1,58646,Yes
8819-WFGGJ,68,Grimes,95950,39.033058,-121.895718,Offer A,No,,Yes,Cable,16,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,54.1,3794.5,3794.5,Male,42,Yes,0,1,62450,No
8819-ZBYNA,58,Murrieta,92562,33.548869,-117.334165,None,Yes,Yes,Yes,Fiber Optic,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,109.1,6393.65,8548.35,Female,51,Yes,0,0,90000,No
8821-KVZKQ,70,Fort Bragg,95437,39.455555,-123.683979,Offer A,No,,Yes,Cable,19,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,58.4,4113.15,4080.62,Female,52,Yes,0,0,82170,Yes
8821-XNHVZ,1,San Diego,92109,32.787836,-117.232376,None,Yes,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,Yes,Month-to-Month,Mailed Check,80.05,80.05,119.84,Female,53,Yes,0,0,22585,Yes
8822-KNBHV,48,Los Angeles,90011,34.00709,-118.258681,None,Yes,Yes,Yes,DSL,27,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Credit Card,83.45,3887.85,6072.33,Female,30,No,1,1,74881,No
8823-RLPWL,72,Rosamond,93560,34.903052,-118.411251,Offer A,Yes,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,110.65,8065.65,11032.77,Female,24,Yes,1,0,42618,No
8824-RWFXJ,3,Santa Cruz,95062,36.974575,-121.991149,Offer E,Yes,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Mailed Check,56.15,168.15,256.02,Male,21,Yes,0,1,77610,No
8835-VSDSE,2,San Diego,92129,32.961064,-117.134917,Offer E,Yes,No,Yes,Cable,27,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.7,141.45,160.97,Female,28,Yes,0,0,36262,No
8837-VVWLQ,8,Capistrano Beach,92624,33.458754,-117.665104,None,Yes,No,Yes,Fiber Optic,6,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,84.95,668.4,926.88,Female,35,No,1,0,33462,No
8838-GPHZP,63,Orange,92866,33.784597,-117.844535,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.6,1298.7,2342.61,Female,25,No,0,1,50943,No
8840-DQLGN,35,Burbank,91502,34.177267,-118.31003,None,Yes,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,100.5,3653.35,4212.65,Female,65,Yes,1,0,34320,No
8844-TONUD,13,Acampo,95220,38.200231,-121.235034,Offer D,Yes,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Mailed Check,96.65,1162.85,1755.65,Male,54,Yes,1,0,36230,No
8845-LWKGE,30,El Dorado,95623,38.63153,-120.842609,Offer C,Yes,No,Yes,Cable,18,No,No,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,64.5,1985.15,3087.35,Female,56,Yes,0,1,45143,No
8847-GEOOQ,60,Fontana,92337,34.049671,-117.468896,Offer B,No,,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,60.2,3582.4,3582.4,Male,34,Yes,0,0,74637,No
8849-AYPTR,33,Sacramento,95819,38.567594,-121.437507,Offer C,Yes,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,91.25,2964.05,3978.45,Male,55,Yes,0,1,40049,No
8849-GYOKR,54,Mineral,96063,40.408796,-121.579609,None,Yes,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,106.55,5763.3,6240.12,Female,59,Yes,2,1,56962,No
8849-PRIQJ,67,Simi Valley,93063,34.296813,-118.685703,None,Yes,Yes,Yes,Fiber Optic,19,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,109.4,7281.6,7464.36,Female,53,Yes,0,1,50943,No
8851-RAGOV,25,Simi Valley,93065,34.269449,-118.768471,None,Yes,No,Yes,DSL,73,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Credit Card,71.05,1837.7,1868.12,Female,25,Yes,0,1,76995,No
8853-TZDGH,72,Palo Cedro,96073,40.582399,-122.195512,None,Yes,Yes,Yes,Fiber Optic,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,111.6,8012.75,9754.43,Female,42,No,1,1,37070,Yes
8854-CCVSQ,18,Browns Valley,95918,39.292334,-121.320597,None,Yes,Yes,Yes,Fiber Optic,7,No,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,80.65,1451.9,2181.56,Male,58,No,1,1,5648,Yes
8857-CUPFQ,63,Wallace,95254,38.192608,-120.957842,Offer B,Yes,No,No,,,,,,,,,,Two Year,Credit Card,19.25,1237.65,2332.59,Male,57,Yes,1,1,33629,No
8859-AXJZP,39,Helm,93627,36.520537,-120.118055,None,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,23.8,903.8,2056.64,Male,39,Yes,0,0,26490,No
8859-DZTGQ,33,Petaluma,94952,38.237018,-122.77872,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.35,689.75,1167.59,Male,21,No,0,0,51373,No
8859-YSTWS,48,Port Hueneme,93041,34.110124,-119.100972,Offer B,Yes,No,No,,,,,,,,,,One Year,Bank Withdrawal,19.95,1004.5,1533.46,Male,43,No,0,0,46610,No
8861-HGGKB,10,San Diego,92117,32.825086,-117.199424,None,Yes,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,86.45,830.85,1007.35,Female,57,No,1,1,46854,No
8865-TNMNX,10,Los Angeles,90043,33.988543,-118.334081,Offer D,Yes,No,Yes,DSL,7,No,Yes,No,No,No,No,Yes,One Year,Credit Card,49.55,475.7,737.4,Male,53,Yes,2,1,56962,No
8868-GAGIO,45,Sunnyvale,94089,37.421633,-122.009613,None,Yes,Yes,Yes,Fiber Optic,15,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,84.55,3713.95,4739.95,Male,49,Yes,1,0,46377,No
8868-WOZGU,28,Porterville,93257,36.008958,-118.891593,Offer C,Yes,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,105.7,2979.5,3912.94,Male,33,No,0,0,48192,No
8869-LIHMK,64,King City,93930,36.220761,-120.980777,None,Yes,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.1,7334.05,10169.89,Female,51,No,0,1,65148,Yes
8869-TORSS,48,Santa Rosa,95405,38.439696,-122.668817,None,Yes,No,Yes,DSL,13,Yes,No,Yes,Yes,No,No,Yes,One Year,Credit Card,60.35,2896.4,4524.08,Female,51,No,1,1,37244,Yes
8871-JLMHM,68,Los Angeles,90061,33.92128,-118.274186,Offer A,Yes,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,90.2,6297.65,6529.53,Female,27,Yes,0,1,33585,No
8873-GLDMH,6,Courtland,95615,38.311609,-121.554034,None,Yes,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,73.85,401.3,567.44,Female,45,No,0,0,84906,No
8873-TMKGR,29,Sugarloaf,92386,34.243088,-116.830015,Offer C,Yes,No,No,,,,,,,,,,One Year,Credit Card,19.1,529.5,1965.58,Male,40,No,1,1,51267,No
8874-EJNSR,39,Salinas,93908,36.624338,-121.615669,None,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.2,987.95,1787.06,Male,64,Yes,1,0,22063,No
8875-AKBYH,20,Mineral,96063,40.408796,-121.579609,Offer D,Yes,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Two Year,Bank Withdrawal,84.35,1745.2,2265.4,Male,78,No,1,1,35946,No
8878-HMWBV,3,Nice,95464,39.12334,-122.838198,Offer E,Yes,No,Yes,DSL,29,No,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,49.15,169.05,301.42,Male,47,No,0,1,34109,Yes
8878-RYUKI,52,Long Beach,90803,33.760458,-118.129725,None,Yes,No,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,59.45,3043.7,3530.94,Female,30,No,0,0,82800,No
8879-XUAHX,71,Irvine,92614,33.680302,-117.833296,None,Yes,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,116.25,8564.75,9004.24,Male,42,Yes,2,1,33590,No
8879-ZKJOF,41,Gardena,90249,33.90139,-118.315697,None,Yes,No,Yes,DSL,5,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,79.85,3320.75,4887.36,Female,57,No,0,0,79800,No
8882-TLVRW,69,Big Creek,93605,37.17277,-119.2997,None,No,,Yes,DSL,11,Yes,No,Yes,Yes,No,No,Yes,Two Year,Credit Card,39.1,2779.5,2779.5,Male,52,Yes,1,0,29732,Yes
8883-ANODQ,68,Termo,96132,41.027281,-120.669427,None,Yes,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,Yes,Two Year,Credit Card,84.4,5746.75,7442.67,Female,44,Yes,0,0,17323,No
8883-GRDWQ,20,Stinson Beach,94970,37.921137,-122.657562,None,Yes,No,Yes,DSL,21,Yes,No,No,Yes,No,No,Yes,One Year,Credit Card,54,1055.9,1502.1,Male,68,No,0,0,87305,No
8884-ADFVN,7,Roseville,95678,38.759751,-121.288545,None,Yes,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.95,700.85,943.47,Male,65,Yes,0,1,73807,No
8884-FEEWR,35,El Dorado Hills,95762,38.684437,-121.055634,Offer C,Yes,No,No,,,,,,,,,,One Year,Bank Withdrawal,20.6,754,2224.7,Male,22,No,1,0,30675,No
8884-MRNSU,17,Caruthers,93609,36.5276,-119.865999,Offer D,Yes,No,No,,,,,,,,,,One Year,Bank Withdrawal,19.9,329.75,579.48,Male,61,Yes,0,0,48240,No
8885-QSQBX,1,Forest Falls,92339,34.067699,-116.903891,None,Yes,No,Yes,DSL,15,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.55,49.55,60.38,Female,45,No,0,0,34935,Yes
8887-IPQNC,7,Manhattan Beach,90266,33.889632,-118.39737,None,Yes,No,Yes,DSL,24,No,No,No,No,No,No,No,Month-to-Month,Credit Card,44.25,313.45,533.46,Female,61,Yes,0,2,69674,No
8894-JVDCV,62,Riverside,92505,33.920907,-117.489426,Offer B,Yes,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,115.05,7133.45,9417.53,Female,39,No,1,1,50116,No
8896-BQTTI,1,Cool,95614,38.880622,-120.973865,Offer E,Yes,Yes,No,,,,,,,,,,Month-to-Month,Credit Card,25,25,28.39,Male,41,No,0,1,71391,No
8896-RAZCR,44,Oro Grande,92368,34.647959,-117.296957,Offer B,Yes,No,No,,,,,,,,,,Two Year,Mailed Check,19.9,868.1,1459.9,Female,42,No,0,1,62807,Yes
8898-KASCD,39,Biggs,95917,39.457388,-121.818201,None,No,,Yes,DSL,14,No,No,Yes,Yes,No,No,Yes,One Year,Credit Card,35.55,1309.15,1309.15,Male,41,No,0,1,63810,No
8901-HJXTF,12,San Diego,92117,32.825086,-117.199424,None,No,,Yes,DSL,27,No,Yes,No,No,No,No,Yes,Month-to-Month,Mailed Check,29.2,309.1,309.1,Female,46,Yes,0,0,24401,Yes
8901-UPRHR,72,La Grange,95329,37.666587,-120.411517,Offer A,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.2,7711.45,10881.61,Female,40,Yes,1,1,38054,Yes
8902-ZEOVF,47,Chilcoot,96105,39.872961,-120.198876,Offer B,Yes,No,No,,,,,,,,,,One Year,Credit Card,20.05,951.55,1257.52,Male,28,Yes,1,1,57954,No
8903-WMRNW,15,Durham,95938,39.607831,-121.777959,None,Yes,No,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.75,1669.4,2031.2,Female,55,Yes,2,1,35791,No
8903-XEBGX,2,Lancaster,93534,34.727529,-118.153098,Offer E,Yes,No,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,55.3,108.65,196.51,Male,22,No,0,0,92859,No
8904-OPDCK,54,Citrus Heights,95621,38.69549,-121.307864,Offer B,No,,Yes,DSL,4,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,24.95,1364.75,1364.75,Male,76,Yes,0,0,71853,Yes
8905-IAZPF,69,Capistrano Beach,92624,33.458754,-117.665104,None,Yes,No,Yes,Fiber Optic,11,No,Yes,No,No,Yes,Yes,Yes,One Year,Credit Card,95.65,6744.2,9978.23,Female,32,Yes,0,0,63159,No
8908-NMQTX,72,Walnut Creek,94595,37.862128,-122.075197,None,No,,Yes,Cable,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,65.6,4566.5,4566.5,Male,36,No,0,1,44931,No
8908-SLFCJ,21,Oroville,95966,39.473896,-121.415927,Offer D,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.85,435.25,902.03,Female,40,No,0,0,78939,No
8909-BOLNL,3,San Francisco,94123,37.800254,-122.436975,None,Yes,No,No,,,,,,,,,,One Year,Credit Card,21.2,52.05,88.2,Male,40,No,0,0,84906,No
8910-ICHIU,46,Essex,92332,34.9436,-115.287901,Offer B,Yes,No,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Credit Card,95.65,4664.2,6071.8,Female,27,No,1,0,15287,No
8910-LEDAG,34,Prather,93651,37.007238,-119.505661,None,Yes,No,Yes,Fiber Optic,8,No,No,No,No,No,No,Yes,Two Year,Credit Card,71.55,2427.35,2868.67,Male,72,Yes,0,0,70337,No
8914-RBTSB,31,Valley Village,91607,34.165783,-118.399795,None,Yes,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Bank Withdrawal,93.8,3019.5,3135.22,Male,62,Yes,0,1,59686,No
8915-NNTRC,72,Lake Isabella,93240,35.607875,-118.466318,None,Yes,Yes,Yes,Fiber Optic,85,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,107.7,7919.8,10939.48,Male,29,Yes,0,0,65488,Yes
8917-FAEMR,37,Vallejo,94590,38.104705,-122.247387,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,19.85,784.25,1764.38,Female,28,No,1,1,13260,No
8917-SZTTJ,60,Los Angeles,90042,34.11572,-118.192754,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,19.65,1161.75,2480.55,Male,31,Yes,0,0,61416,Yes
8919-FYFQZ,44,Livermore,94550,37.571748,-121.659562,None,No,,Yes,Cable,28,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,30.35,1359.7,1359.7,Male,73,Yes,1,0,54006,Yes
8920-NAVAY,62,Los Angeles,90045,33.954017,-118.402447,None,Yes,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,110.75,7053.35,10016.95,Male,66,No,1,0,33697,No
8922-LIEGH,25,Jolon,93928,35.930782,-121.189757,None,Yes,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,-1,2187.55,3073.22,Female,72,No,0,1,72967,No
8922-NPKBJ,42,Manteca,95336,37.830267,-121.201018,None,Yes,No,No,,,,,,,,,,Two Year,Mailed Check,19.35,867.3,2309.16,Male,63,Yes,1,1,22554,No
8929-KSWIH,25,San Jose,95111,37.284265,-121.827673,Offer C,Yes,No,Yes,Fiber Optic,51,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,99.3,2513.5,2637,Male,21,No,1,0,52845,No
8930-XOTDP,18,North Hollywood,91606,34.187599,-118.387125,None,Yes,No,Yes,DSL,30,No,No,No,No,Yes,No,Yes,Month-to-Month,Credit Card,55.95,1082.8,1415.26,Female,33,Yes,1,0,19419,No
8931-GJJIQ,9,Burlingame,94010,37.57028,-122.365778,None,Yes,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,83.3,803.3,1070.6,Female,46,No,0,0,30298,No
8932-CZHRQ,68,Bell,90201,33.970343,-118.171368,Offer A,Yes,Yes,Yes,DSL,29,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Credit Card,76.75,5233.25,6612.97,Male,40,No,0,0,,Yes
8937-RDTHP,1,Burbank,91504,34.213049,-118.317651,None,Yes,No,Yes,Fiber Optic,11,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,84.6,84.6,111.45,Male,40,No,2,1,,Yes
8938-UMKPI,47,Corona,92882,33.819385,-117.600213,Offer B,Yes,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,106.4,5127.95,6818.54,Female,42,No,1,1,66373,No
8942-DBMHZ,12,San Francisco,94122,37.760412,-122.484966,None,Yes,No,No,,,,,,,,,,Month-to-Month,Mailed Check,20.45,255.35,748.67,Male,26,No,1,1,36927,No
