Channel Budget Digital,Channel Budget TV,Channel Budget Radio,Channel Budget Newspaper,sales,Spend Frequency,Start Date,End Date,Duration,ROI,Engagement Metrics,Target Audience Size,Demographics,Zip Code,Seasonality
20.7,16.9,43.7,89.4,8.7,Weekly,2023-08-15,2023-11-08,85,0.9939112729,488,23479,45-54,95257,Holiday
14.2,27.5,1.6,20.7,6.9,Daily,2023-11-19,2023-12-24,35,2.414304087,978,55632,25-34,92883,Summer
9.4,120.5,28.5,14.2,14.2,Daily,2023-09-27,2023-11-23,57,2.601226193,49,20536,45-54,96048,None
23.1,5.4,29.9,9.4,5.3,Weekly,2023-01-09,2023-03-20,70,2.153681044,296,49978,18-24,92029,None
22.3,116,7.7,23.1,11,Weekly,2023-04-25,2023-06-02,38,1.153242222,577,91490,45-54,90029,Holiday
86.25,76.4,26.7,22.3,11.8,Monthly,2023-02-23,2023-05-07,73,0.5771026028,119,48849,35-44,92121,Winter
180.3,239.8,4.1,36.9,12.3,Monthly,2023-03-17,2023-04-18,32,1.265557837,70,70895,55+,95442,None
12.9,75.3,20.3,32.5,11.3,Monthly,2023-11-02,2023-12-30,58,0.5584923057,661,69600,55+,93041,Winter
299.7,68.4,44.5,35.6,13.6,Daily,2023-02-08,2023-04-24,75,2.246147221,331,84510,18-24,92122,None
99.15,213.5,43,33.8,21.7,Monthly,2023-11-26,2024-02-20,86,0.9172408326,364,22680,45-54,92841,Winter
322.05,193.2,18.4,65.7,15.2,Daily,2023-09-04,2023-11-17,74,2.666045025,742,87458,45-54,95227,Winter
35.7,76.3,27.5,16,12,Weekly,2023-07-22,2023-09-17,57,1.544659008,381,41964,55+,90260,Holiday
146.25,110.7,40.6,63.2,16,Weekly,2023-10-17,2023-12-28,72,0.8682648023,679,46604,35-44,92071,Holiday
306.15,88.3,25.5,73.4,12.9,Monthly,2023-03-04,2023-04-09,36,1.538162456,769,34309,18-24,95220,Winter
293.1,109.8,47.8,51.4,16.7,Monthly,2023-03-24,2023-06-11,79,0.5615474615,376,70134,25-34,94508,Holiday
101.7,134.3,4.9,9.3,11.2,Daily,2023-01-08,2023-03-08,59,2.099838011,949,71619,35-44,91733,Holiday
422.1,28.6,1.5,33,7.3,Daily,2023-05-30,2023-07-18,49,1.482265012,619,17821,18-24,95203,None
103.8,217.7,33.5,59,19.4,Weekly,2023-11-01,2023-12-10,39,1.567640315,949,31642,35-44,91207,Summer
220.95,250.9,36.5,72.3,22.2,Daily,2023-03-03,2023-04-10,38,0.5180395086,73,73759,55+,92101,None
327.6,107.4,14,10.9,11.5,Monthly,2023-10-30,2023-12-12,43,2.703269275,573,95419,25-34,92117,Summer
356.1,163.3,31.6,52.9,16.9,Weekly,2023-08-29,2023-10-29,61,1.673560316,293,20611,45-54,95659,Winter
19.8,197.6,3.5,5.9,11.7,Weekly,2023-12-08,2024-01-18,41,0.5117455284,858,52438,18-24,95669,Summer
342.45,184.9,21,22,15.5,Daily,2023-04-28,2023-07-06,69,1.577043194,666,43205,18-24,91504,None
93.45,289.7,42.3,51.2,25.4,Weekly,2023-06-11,2023-08-22,72,1.367144024,289,44798,45-54,92129,Holiday
394.35,135.2,41.7,45.9,17.2,Daily,2023-01-25,2023-04-13,78,2.07309902,375,90700,18-24,96125,Holiday
214.35,222.4,4.3,49.8,11.7,Monthly,2023-01-05,2023-03-06,60,0.9576025436,419,84697,35-44,93703,Winter
360.15,296.4,36.3,100.9,23.8,Monthly,2023-12-14,2024-02-04,52,2.225458846,595,39677,35-44,92267,Summer
373.2,280.2,10.1,21.4,14.8,Monthly,2023-02-24,2023-03-27,31,2.810891222,716,47613,35-44,91377,Summer
105.9,187.9,17.2,17.9,14.7,Weekly,2023-01-08,2023-04-05,87,1.548167937,232,91542,55+,95595,Winter
439.35,238.2,34.3,5.3,20.7,Daily,2023-09-29,2023-12-08,70,1.53012695,714,60916,18-24,93711,Winter
169.35,137.9,46.4,59,19.2,Weekly,2023-09-26,2023-12-15,80,1.890371888,243,20011,55+,91931,Winter
145.8,25,11,29.7,7.2,Daily,2023-09-19,2023-12-09,81,2.433629471,336,10614,25-34,95426,Winter
398.4,90.4,0.3,23.2,8.7,Weekly,2023-09-07,2023-11-22,76,0.8080528634,154,25870,18-24,95830,Winter
143.55,13.1,0.4,25.6,5.3,Daily,2023-02-12,2023-04-14,61,2.898702208,332,87144,25-34,94544,None
436.05,255.4,26.9,5.5,19.8,Monthly,2023-03-07,2023-06-04,89,2.505408161,703,13178,45-54,95118,Summer
400.35,225.8,8.2,56.5,13.4,Weekly,2023-05-31,2023-07-13,43,2.807876041,10,29825,25-34,95123,Holiday
112.05,241.7,38,23.2,21.8,Monthly,2023-09-14,2023-10-17,33,2.400046063,498,21205,18-24,91208,Summer
64.65,175.7,15.4,2.4,14.1,Monthly,2023-01-11,2023-03-19,67,1.454129762,682,11810,45-54,92592,Summer
342,209.6,20.6,10.7,15.9,Weekly,2023-07-03,2023-09-03,62,2.946717053,23,49798,55+,94305,None
303.75,78.2,46.8,34.5,14.6,Monthly,2023-05-19,2023-08-08,81,0.6557537887,769,23603,45-54,94074,Winter
265.5,75.1,35,52.7,12.6,Weekly,2023-09-19,2023-12-09,81,2.040181084,539,79830,45-54,95713,None
440.4,139.2,14.3,25.6,12.2,Daily,2023-03-31,2023-06-25,86,1.555264102,126,95069,45-54,91602,Summer
310.35,76.4,0.8,14.8,9.4,Weekly,2023-08-29,2023-10-20,52,2.570153584,754,32213,55+,92320,None
37.65,125.7,36.9,79.2,15.9,Weekly,2023-07-27,2023-09-04,39,0.9350635551,684,29319,25-34,90028,None
262.65,19.4,16,22.3,6.6,Monthly,2023-02-28,2023-05-27,88,1.738124131,982,75547,18-24,92024,Winter
134.55,141.3,26.8,46.2,15.5,Weekly,2023-03-24,2023-06-08,76,1.069146707,695,53137,35-44,92121,Summer
359.85,18.8,21.7,50.4,7,Monthly,2023-07-26,2023-10-14,80,0.732390661,614,18840,45-54,90604,Winter
340.8,224,2.4,15.6,11.6,Monthly,2023-07-10,2023-08-29,50,2.288080631,804,93065,25-34,95831,Summer
100.35,123.1,34.6,12.4,15.2,Daily,2023-03-03,2023-05-18,76,1.312893779,534,67640,45-54,90024,None
299.7,229.5,32.3,74.2,19.7,Monthly,2023-08-20,2023-11-17,89,2.400923156,395,61054,18-24,94541,Winter
150.6,87.2,11.8,25.9,10.6,Daily,2023-11-05,2024-01-02,58,2.371776241,431,79346,45-54,95460,Summer
324.6,7.8,38.9,50.6,6.6,Daily,2023-01-14,2023-02-28,45,1.936397161,782,39235,25-34,93308,Summer
273.9,80.2,0,9.2,8.8,Weekly,2023-03-28,2023-05-12,45,2.671691003,697,91302,25-34,94127,Holiday
394.05,220.3,49,3.2,24.7,Monthly,2023-02-22,2023-04-22,59,2.021324704,466,14540,35-44,90021,Holiday
298.35,59.6,12,43.1,9.7,Weekly,2023-04-20,2023-07-17,88,0.9713464441,84,75428,35-44,91770,Winter
10.95,0.7,39.6,8.7,1.6,Monthly,2023-07-01,2023-09-25,86,1.112716739,658,95753,18-24,91730,Winter
204.3,265.2,2.9,43,12.7,Weekly,2023-02-09,2023-04-12,62,2.011156949,339,17740,25-34,91301,Winter
316.2,8.4,27.2,2.1,5.7,Daily,2023-09-10,2023-11-14,65,1.920386142,986,82347,25-34,92618,Winter
316.05,219.8,33.5,45.1,19.6,Weekly,2023-01-31,2023-03-06,34,1.013356752,162,44056,35-44,95623,Holiday
80.25,36.9,38.6,65.6,10.8,Weekly,2023-06-03,2023-07-26,53,2.354516653,265,94287,55+,92305,Winter
391.95,48.3,47,8.5,11.6,Monthly,2023-12-15,2024-02-10,57,0.8898086921,55,26564,45-54,96122,None
358.95,25.6,39,9.3,9.5,Monthly,2023-07-04,2023-09-04,62,1.43541388,553,83944,35-44,96137,None
154.05,273.7,28.9,59.7,20.8,Daily,2023-12-28,2024-03-16,79,0.9385500452,170,33641,35-44,92116,Winter
196.65,43,25.9,20.5,9.6,Daily,2023-10-05,2023-11-21,47,0.6786191728,986,15206,45-54,94520,None
12.9,184.9,43.9,1.7,20.7,Weekly,2023-03-06,2023-04-22,47,2.191889635,869,60186,55+,93664,Summer
75.6,73.4,17,12.9,10.9,Daily,2023-04-14,2023-06-27,74,1.403675955,872,61807,45-54,95008,Winter
37.9,193.7,35.4,75.6,19.2,Monthly,2023-11-02,2024-01-18,77,2.082701748,995,29031,35-44,93517,None
34.4,220.5,33.2,37.9,20.1,Monthly,2023-09-11,2023-10-24,43,1.391515454,946,50168,55+,93541,Holiday
38.9,104.6,5.7,34.4,10.4,Monthly,2023-04-28,2023-06-22,55,0.9908183636,166,30199,55+,92333,Holiday
9,96.2,14.8,38.9,11.4,Monthly,2023-10-10,2023-12-26,77,0.6000530088,612,72196,45-54,95415,Summer
8.7,140.3,1.9,9,10.3,Daily,2023-06-12,2023-09-03,83,1.574830117,682,18492,18-24,90623,Holiday
44.3,240.1,7.3,8.7,13.2,Weekly,2023-12-03,2024-02-04,63,0.7308693169,373,73742,35-44,95954,None
11.9,243.2,49,44.3,25.4,Monthly,2023-09-23,2023-11-15,53,1.499820985,407,36185,55+,96033,Holiday
20.6,38,40.3,11.9,10.9,Monthly,2023-02-04,2023-04-01,56,2.884475261,489,69892,18-24,92881,Winter
37,44.7,25.8,20.6,10.1,Weekly,2023-10-31,2023-12-16,46,1.02593193,175,40130,45-54,96107,Winter
48.7,280.7,13.9,37,16.1,Monthly,2023-08-19,2023-09-22,34,1.538550152,299,23033,35-44,95258,Holiday
14.2,121,8.4,48.7,11.6,Monthly,2023-07-31,2023-10-01,62,2.951664046,235,20203,25-34,90732,Summer
37.7,197.6,23.3,14.2,16.6,Weekly,2023-09-27,2023-11-02,36,1.440643582,572,13380,25-34,92870,None
9.5,171.3,39.7,37.7,19,Daily,2023-03-11,2023-04-21,41,0.7648828316,934,41728,55+,92268,Winter
5.7,187.8,21.1,9.5,15.6,Weekly,2023-04-03,2023-06-24,82,1.231568402,114,43813,55+,91316,Winter
50.5,4.1,11.6,5.7,3.2,Weekly,2023-12-21,2024-03-03,73,2.444402193,267,11003,55+,91977,Summer
24.3,93.9,43.5,50.5,15.3,Daily,2023-06-30,2023-09-09,71,2.431288895,192,84057,55+,92692,None
45.2,149.8,1.3,24.3,10.1,Daily,2023-11-05,2023-12-09,34,0.8513851342,174,21320,18-24,94709,Holiday
34.6,11.7,36.9,45.2,7.3,Daily,2023-04-10,2023-06-06,57,1.784471845,183,28820,45-54,95383,Holiday
30.7,131.7,18.4,34.6,12.9,Monthly,2023-05-28,2023-08-24,88,2.807947205,805,56140,55+,94702,Holiday
49.3,172.5,18.1,30.7,14.4,Monthly,2023-08-29,2023-10-10,42,0.9164466575,556,27829,55+,93261,Winter
25.6,85.7,35.8,49.3,13.3,Daily,2023-06-25,2023-08-05,41,0.7857219569,649,42506,35-44,96050,Holiday
7.4,188.4,18.1,25.6,14.9,Weekly,2023-01-17,2023-02-18,32,1.383891113,43,95995,25-34,94561,Winter
5.4,163.5,36.8,7.4,18,Daily,2023-12-01,2024-01-26,56,1.557962685,198,45580,55+,95008,Winter
84.8,117.2,14.7,5.4,11.9,Monthly,2023-12-06,2024-02-12,68,1.190282826,859,32541,55+,95950,None
21.6,234.5,3.4,84.8,11.9,Weekly,2023-05-04,2023-06-12,39,2.249104328,293,61463,25-34,91306,None
19.4,17.9,37.6,21.6,8,Monthly,2023-07-03,2023-08-27,55,1.82461229,980,54933,35-44,92582,Winter
57.6,206.8,5.2,19.4,12.2,Monthly,2023-10-27,2023-12-30,64,2.493500446,654,27083,18-24,91326,Holiday
6.4,215.4,23.6,57.6,17.1,Daily,2023-12-28,2024-02-07,41,2.961298282,712,89948,55+,93631,Holiday
18.4,284.3,10.6,6.4,15,Weekly,2023-05-08,2023-06-22,45,2.681565157,852,27284,18-24,90056,Holiday
47.4,50,11.6,18.4,8.4,Monthly,2023-08-15,2023-10-18,64,0.7831478204,257,46520,55+,93309,Holiday
17,164.5,20.9,47.4,14.5,Monthly,2023-10-17,2023-11-17,31,2.493223419,595,12206,35-44,92259,Holiday
12.8,19.6,20.1,17,7.6,Monthly,2023-04-25,2023-06-11,47,1.393121246,625,33062,18-24,90032,None
13.1,168.4,7.1,12.8,11.7,Weekly,2023-06-19,2023-08-27,69,1.474465016,245,81180,35-44,90040,Winter
41.8,222.4,3.4,13.1,11.5,Weekly,2023-08-26,2023-10-28,63,1.508264336,434,58517,25-34,94580,Holiday
20.3,276.9,48.9,41.8,27,Weekly,2023-05-07,2023-06-26,50,0.6282285687,564,33079,18-24,90742,Summer
35.2,248.4,30.2,20.3,20.2,Weekly,2023-12-29,2024-02-24,57,0.8057969156,422,12742,45-54,95639,Holiday
23.7,170.2,7.8,35.2,11.7,Monthly,2023-04-03,2023-06-15,73,1.0055487,326,26356,18-24,93552,Winter
17.6,276.7,2.3,23.7,11.8,Daily,2023-01-29,2023-03-15,45,1.094617788,791,16833,18-24,93725,None
8.3,165.6,10,17.6,12.6,Daily,2023-01-30,2023-04-24,84,2.687299324,399,87884,25-34,94514,Winter
27.4,156.6,2.6,8.3,10.5,Weekly,2023-02-26,2023-05-17,80,0.5348057542,451,26858,18-24,92551,Holiday
29.7,218.5,5.4,27.4,12.2,Weekly,2023-01-26,2023-02-27,32,2.277824189,15,62752,55+,92596,Holiday
71.8,56.2,5.7,29.7,8.7,Daily,2023-12-12,2024-03-07,86,2.54945819,512,59503,25-34,92236,None
30,287.6,43,71.8,26.2,Weekly,2023-07-14,2023-09-28,76,1.663024836,939,79454,25-34,95251,Summer
19.6,253.8,21.3,30,17.6,Weekly,2023-08-29,2023-11-04,67,1.631431234,362,83087,18-24,93223,Winter
26.6,205,45.1,19.6,22.6,Monthly,2023-11-11,2024-01-09,59,2.297923198,100,73663,18-24,92107,None
18.2,139.5,2.1,26.6,10.3,Daily,2023-01-11,2023-03-29,77,2.399950709,50,87877,25-34,95926,Summer
3.7,191.1,28.7,18.2,17.3,Weekly,2023-06-25,2023-09-08,75,2.264367522,76,73446,55+,95006,Winter
23.4,286,13.9,3.7,15.9,Weekly,2023-05-05,2023-07-11,67,0.8501011555,263,80536,25-34,95962,Summer
5.8,18.7,12.1,23.4,6.7,Daily,2023-09-05,2023-10-14,39,2.177669518,296,62637,45-54,92227,Summer
6,39.5,41.1,5.8,10.8,Weekly,2023-01-25,2023-03-26,60,2.732297867,937,38167,45-54,92707,Holiday
31.6,75.5,10.8,6,9.9,Monthly,2023-01-20,2023-03-18,57,1.305099942,918,98331,35-44,92672,Summer
3.6,17.2,4.1,31.6,5.9,Weekly,2023-01-28,2023-03-27,58,2.247291389,550,20793,25-34,91201,None
6,166.8,42,3.6,19.6,Weekly,2023-02-15,2023-03-18,31,2.956057783,375,78306,35-44,96028,None
13.8,149.7,35.6,6,17.3,Monthly,2023-01-22,2023-04-16,84,2.546024855,884,35872,35-44,91030,Winter
8.1,38.2,3.7,13.8,7.6,Weekly,2023-10-07,2023-11-23,47,1.589528903,321,10605,55+,93704,Holiday
6.4,94.2,4.9,8.1,9.7,Daily,2023-03-18,2023-05-17,60,0.831142987,656,64789,18-24,92384,None
66.2,177,9.3,6.4,12.8,Weekly,2023-10-20,2023-12-21,62,0.5859313869,215,76821,45-54,95542,Summer
8.7,283.6,42,66.2,25.5,Weekly,2023-02-26,2023-04-04,37,1.737630749,670,94897,55+,94065,Winter
69.2,232.1,8.6,8.7,13.4,Daily,2023-02-18,2023-05-07,78,2.670890516,67,38499,55+,90402,None
45.1,230.1,37.8,69.2,22.1,Monthly,2023-06-12,2023-08-16,65,1.076920954,384,88467,45-54,95007,Summer
69.3,44.5,39.3,45.1,10.4,Daily,2023-02-07,2023-04-13,65,2.017853538,609,16568,55+,93710,Winter
58.5,17.2,45.9,69.3,9.3,Monthly,2023-06-23,2023-08-26,64,2.776087912,199,15708,55+,92240,Winter
58.4,151.5,41.3,58.5,18.5,Monthly,2023-01-07,2023-02-10,34,2.783883718,938,73700,18-24,90010,None
75,180.8,10.8,58.4,12.9,Monthly,2023-08-26,2023-11-12,78,1.481589282,288,19926,18-24,92234,None
23.5,8.7,48.9,75,7.2,Weekly,2023-07-18,2023-08-21,34,1.438577037,852,22311,35-44,93453,Winter
11.6,57.5,32.8,23.5,11.8,Daily,2023-09-18,2023-10-21,33,1.04333639,470,18468,35-44,90501,Summer
1,120.2,19.6,11.6,13.2,Weekly,2023-07-20,2023-09-14,56,1.765996476,164,45242,18-24,93675,None
21.2,8.6,2.1,1,4.8,Daily,2023-06-01,2023-07-05,34,0.5103165185,515,58153,45-54,95968,Summer
24.2,199.8,2.6,21.2,10.6,Daily,2023-10-19,2024-01-11,84,1.546094053,967,45331,18-24,92585,Holiday
4,66.1,5.8,24.2,8.6,Weekly,2023-02-22,2023-05-22,89,2.968265375,73,58493,25-34,95050,Summer
65.9,214.7,24,4,17.4,Weekly,2023-06-19,2023-08-05,47,2.184075061,563,67556,18-24,92027,Holiday
7.2,23.8,35.1,65.9,9.2,Daily,2023-12-11,2024-02-23,74,0.8877839019,412,87242,25-34,95601,Winter
46,97.5,7.6,7.2,9.7,Weekly,2023-08-28,2023-11-05,69,0.5063369849,291,84045,35-44,93247,Winter
52.9,204.1,32.9,46,19,Weekly,2023-12-03,2024-02-08,67,0.6638431853,73,75864,55+,96039,Winter
114,195.4,47.7,52.9,22.4,Daily,2023-01-09,2023-02-26,48,2.658010545,659,30887,45-54,93932,Summer
55.8,67.8,36.6,114,12.5,Weekly,2023-11-08,2024-01-11,64,0.9772884929,768,46760,25-34,92624,Winter
18.3,281.4,39.6,55.8,24.4,Weekly,2023-02-04,2023-04-27,82,1.852367034,781,98610,45-54,95073,Winter
19.1,69.2,20.5,18.3,11.3,Daily,2023-01-03,2023-02-06,34,1.379446112,978,61963,25-34,91746,Holiday
53.4,147.3,23.9,19.1,14.6,Weekly,2023-07-21,2023-09-03,44,1.837671905,947,40441,55+,93605,Winter
23.5,218.4,27.7,53.4,18,Daily,2023-08-31,2023-11-15,76,1.384852894,163,54553,25-34,93626,None
49.6,237.4,5.1,23.5,12.5,Weekly,2023-10-15,2023-11-25,41,2.068105966,613,77468,35-44,93260,Winter
26.2,13.2,15.9,49.6,5.6,Monthly,2023-08-30,2023-10-28,59,2.193647937,991,32723,35-44,95550,Holiday
18.3,228.3,16.9,26.2,15.5,Daily,2023-02-08,2023-03-27,47,2.174985147,121,63489,35-44,96051,Winter
19.5,62.3,12.6,18.3,9.7,Monthly,2023-09-07,2023-11-20,74,2.753958347,979,99045,25-34,94572,Summer
12.6,262.9,3.5,19.5,12,Monthly,2023-11-21,2023-12-28,37,0.7238966403,551,65071,35-44,94061,None
22.9,142.9,29.3,12.6,15,Weekly,2023-05-26,2023-08-17,83,1.858485626,793,96974,45-54,95636,Winter
22.9,240.1,16.7,22.9,15.9,Monthly,2023-03-11,2023-04-23,43,1.931278114,654,65315,55+,92570,None
40.8,248.8,27.1,22.9,18.9,Monthly,2023-07-29,2023-09-17,50,2.703510904,733,35529,25-34,94005,Holiday
43.2,70.6,16,40.8,10.5,Daily,2023-09-08,2023-11-22,75,0.5757085887,13,38563,45-54,93660,Holiday
38.6,292.9,28.3,43.2,21.4,Weekly,2023-02-07,2023-03-11,32,1.848527175,923,69725,45-54,92111,Winter
30,112.9,17.4,38.6,11.9,Daily,2023-08-23,2023-09-23,31,1.344047157,301,49710,55+,96048,Winter
0.3,97.2,1.5,30,9.6,Weekly,2023-04-21,2023-06-12,52,2.787199027,383,35422,45-54,90077,None
7.4,265.6,20,0.3,17.4,Monthly,2023-03-15,2023-04-25,41,2.452028958,620,21855,55+,95321,Summer
8.5,95.7,1.4,7.4,9.5,Weekly,2023-02-26,2023-03-28,30,1.340819389,219,55830,35-44,92251,Summer
5,290.7,4.1,8.5,12.8,Monthly,2023-06-01,2023-07-14,43,2.512460804,42,94475,55+,93451,Holiday
45.7,266.9,43.8,5,25.4,Daily,2023-05-28,2023-08-19,83,2.710244478,373,88569,35-44,93424,Holiday
35.1,74.7,49.4,45.7,14.7,Daily,2023-12-02,2024-02-27,87,2.697690618,402,72232,25-34,92805,Winter
32,43.1,26.7,35.1,10.1,Weekly,2023-02-16,2023-05-01,74,2.97115744,801,99330,55+,90015,None
31.6,228,37.7,32,21.5,Weekly,2023-05-18,2023-08-06,80,0.8663604792,21,64426,35-44,92544,Winter
38.7,202.5,22.3,31.6,16.6,Weekly,2023-11-29,2024-01-16,48,1.047372168,310,50236,55+,90274,None
1.8,177,33.4,38.7,17.1,Monthly,2023-05-15,2023-07-01,47,1.639071166,157,32017,18-24,93260,Summer
26.4,293.6,27.7,1.8,20.7,Weekly,2023-02-06,2023-03-25,47,1.938782689,761,97135,25-34,96136,Summer
43.3,206.9,8.4,26.4,12.9,Weekly,2023-05-22,2023-06-30,39,1.528466384,70,52386,35-44,90024,None
31.5,25.1,25.7,43.3,8.5,Daily,2023-12-10,2024-02-16,68,2.316045957,806,72584,55+,93460,Winter
35.7,175.1,22.5,31.5,14.9,Daily,2023-06-02,2023-07-07,35,2.520748855,380,65145,35-44,94549,None
18.5,89.7,9.9,35.7,10.6,Monthly,2023-11-25,2024-01-26,62,0.9978899436,160,26926,18-24,94536,Holiday
49.9,239.9,41.5,18.5,23.2,Weekly,2023-10-20,2023-12-30,71,1.995399905,654,34581,25-34,90007,Summer
36.8,227.2,15.8,49.9,14.8,Daily,2023-04-18,2023-06-04,47,1.669259171,86,86694,45-54,95230,Summer
34.6,66.9,11.7,36.8,9.7,Monthly,2023-12-22,2024-02-19,59,0.7659169495,740,34249,45-54,95117,None
3.6,199.8,3.1,34.6,11.4,Weekly,2023-01-14,2023-02-25,42,1.074129393,322,24361,45-54,95568,Winter
39.6,100.4,9.6,3.6,10.7,Daily,2023-04-11,2023-05-20,39,0.6958753432,139,64704,25-34,96002,None
58.7,216.4,41.7,39.6,22.6,Monthly,2023-03-08,2023-04-26,49,0.7504580753,897,33279,35-44,94904,Holiday
15.9,182.6,46.2,58.7,21.2,Monthly,2023-05-02,2023-06-19,48,2.108698028,705,91120,55+,90017,None
60,262.7,28.8,15.9,20.2,Weekly,2023-09-21,2023-10-25,34,1.389653076,661,63032,35-44,95492,Summer
41.4,198.9,49.4,60,23.7,Monthly,2023-06-22,2023-09-01,71,1.335322757,588,75615,25-34,92127,Winter
16.6,7.3,28.1,41.4,5.5,Monthly,2023-06-10,2023-07-29,49,0.6899436456,318,24142,18-24,91761,Summer
37.7,136.2,19.2,16.6,13.2,Monthly,2023-02-23,2023-04-19,55,2.321547401,753,56973,35-44,90740,Summer
9.3,210.8,49.6,37.7,23.8,Monthly,2023-01-11,2023-02-28,48,0.8562937993,829,95014,45-54,96114,Summer
21.4,210.7,29.5,9.3,18.4,Daily,2023-09-20,2023-11-01,42,1.787460594,488,90210,18-24,93453,None
54.7,53.5,2,21.4,8.1,Weekly,2023-11-18,2024-01-02,45,2.240597998,964,93377,45-54,91945,Holiday
27.3,261.3,42.7,54.7,24.2,Daily,2023-07-30,2023-10-25,87,1.610805438,570,41246,18-24,91601,Holiday
8.4,239.3,15.5,27.3,15.7,Monthly,2023-02-15,2023-05-14,88,0.8952393586,906,67277,18-24,95443,None
28.9,102.7,29.6,8.4,14,Weekly,2023-08-23,2023-10-16,54,2.88416402,381,46533,55+,93615,None
0.9,131.1,42.8,28.9,18,Daily,2023-03-04,2023-05-25,82,2.577897858,331,56538,18-24,95450,Summer
2.2,69,9.3,0.9,9.3,Weekly,2023-04-04,2023-06-29,86,1.730711095,568,38608,55+,94037,Winter
10.2,31.5,24.6,2.2,9.5,Monthly,2023-10-25,2024-01-04,71,2.06229807,991,94971,35-44,95365,None
11,139.3,14.5,10.2,13.4,Weekly,2023-09-15,2023-10-16,31,2.163749116,513,96622,45-54,90067,None
27.2,237.4,27.5,11,18.9,Daily,2023-01-26,2023-03-18,51,1.868449874,670,10247,55+,92130,Winter
38.7,216.8,43.9,27.2,22.3,Weekly,2023-09-17,2023-11-28,72,0.9758103838,31,60387,35-44,95329,Holiday
31.7,199.1,30.6,38.7,18.3,Daily,2023-05-26,2023-07-13,48,2.82984019,194,25844,25-34,92106,Summer
19.3,109.8,14.3,31.7,12.4,Daily,2023-04-05,2023-06-16,72,1.221029182,625,29316,18-24,94507,None
31.3,26.8,33,19.3,8.8,Weekly,2023-08-14,2023-09-19,36,2.584245841,374,16130,18-24,91306,None
13.1,129.4,5.7,31.3,11,Daily,2023-05-23,2023-07-17,55,1.631889474,702,88380,25-34,93638,Summer
89.4,213.4,24.6,13.1,17,Daily,2023-03-03,2023-05-03,61,0.5484759406,508,42242,55+,95979,None
20.7,16.9,43.7,89.4,8.7,Monthly,2023-04-23,2023-06-15,53,2.257048048,498,50351,18-24,93541,None
14.2,27.5,1.6,20.7,6.9,Weekly,2023-11-14,2023-12-28,44,2.71285795,724,81014,55+,90255,None
9.4,120.5,28.5,14.2,14.2,Weekly,2023-03-25,2023-05-10,46,1.428875515,582,70292,35-44,95559,Holiday
23.1,5.4,29.9,9.4,5.3,Monthly,2023-01-04,2023-03-11,66,2.482232068,748,27846,45-54,92122,Holiday
22.3,116,7.7,23.1,11,Monthly,2023-10-13,2023-11-30,48,1.1312115,270,50811,25-34,94933,Holiday
36.9,76.4,26.7,22.3,11.8,Daily,2023-03-07,2023-05-16,70,1.17310355,975,61598,18-24,95118,Summer
32.5,239.8,4.1,36.9,12.3,Weekly,2023-09-16,2023-11-15,60,2.198860251,699,81683,18-24,90631,Summer
35.6,75.3,20.3,32.5,11.3,Daily,2023-04-21,2023-07-10,80,1.023961839,585,93189,18-24,91737,Holiday
33.8,68.4,44.5,35.6,13.6,Weekly,2023-05-25,2023-07-29,65,1.626656324,844,99438,18-24,95250,Summer
65.7,213.5,43,33.8,21.7,Monthly,2023-09-08,2023-11-10,63,1.214856625,109,25071,18-24,91345,Holiday
16,193.2,18.4,65.7,15.2,Weekly,2023-05-26,2023-06-26,31,1.591525213,333,66008,55+,95494,Winter
63.2,76.3,27.5,16,12,Monthly,2023-12-27,2024-02-14,49,1.515593964,539,48686,35-44,95689,Summer
73.4,110.7,40.6,63.2,16,Weekly,2023-09-23,2023-12-07,75,1.87999372,512,46461,55+,91020,None
51.4,88.3,25.5,73.4,12.9,Monthly,2023-06-20,2023-07-31,41,2.315187928,400,80785,35-44,92610,None
9.3,109.8,47.8,51.4,16.7,Monthly,2023-10-17,2023-12-09,53,1.449857691,223,85572,55+,90049,Winter
33,134.3,4.9,9.3,11.2,Daily,2023-10-28,2023-12-27,60,2.004357124,869,91930,25-34,95383,None
59,28.6,1.5,33,7.3,Daily,2023-08-08,2023-11-05,89,2.883858265,815,94943,25-34,91605,None
72.3,217.7,33.5,59,19.4,Monthly,2023-09-14,2023-11-21,68,0.9973859074,827,95772,18-24,95691,Winter
10.9,250.9,36.5,72.3,22.2,Daily,2023-10-29,2023-12-14,46,1.821836158,878,55016,45-54,92694,Holiday
52.9,107.4,14,10.9,11.5,Daily,2023-03-17,2023-05-05,49,0.5025114809,838,73918,55+,95562,Winter
5.9,163.3,31.6,52.9,16.9,Daily,2023-02-15,2023-04-07,51,2.530570691,31,12873,35-44,92374,Holiday
22,197.6,3.5,5.9,11.7,Monthly,2023-10-08,2023-11-26,49,0.5075728913,775,26186,35-44,93066,Winter
51.2,184.9,21,22,15.5,Daily,2023-06-15,2023-07-18,33,2.897534385,911,59814,45-54,91950,None
45.9,289.7,42.3,51.2,25.4,Monthly,2023-01-22,2023-03-03,40,2.14551042,88,86499,55+,93250,None
49.8,135.2,41.7,45.9,17.2,Monthly,2023-10-21,2024-01-14,85,2.533742835,738,89472,55+,95054,None
100.9,222.4,4.3,49.8,11.7,Monthly,2023-12-31,2024-02-21,52,0.5789767556,946,25681,55+,93460,None
